CIN,Company_Name,ROC_Code,Registration_Number,Company_Category,Company_SubCategory,Class_of_Company,Date_of_Incorporation,Registered_Address,Registered_State,Registered_Pincode,Email_Id,Whether_Listed,Company_Status,Authorized_Capital_Rs,Paid_up_Capital_Rs,Date_of_Last_AGM,Date_of_Balance_Sheet,Industrial_Activity_Code,Industrial_Activity_Description,Synthetic_Ring_ID,Synthetic_Shell_Ground_Truth
U68100TG2022PTC100034,Vikram Retail Private Limited,ROC-HYDERABAD,100035,Company limited by Shares,Non-govt company,Private,07/10/2022,"336, Chambers, Platinum Colony, Hyderabad, Telangana - 500053",Telangana,500053,vikram41@rediffmail.com,Unlisted,Active,10000000,100000,,,68100,Real estate activities with own/leased property,RING-05,Yes
U68100TG2022PLC100032,Vikram Services Limited,ROC-HYDERABAD,100033,Company limited by Shares,Non-govt company,Public,07/10/2022,"336, Chambers, Platinum Colony, Hyderabad, Telangana - 500053",Telangana,500053,vikram21@rediffmail.com,Unlisted,Active,50000000,200000,,,68100,Real estate activities with own/leased property,RING-05,Yes
U10610MH2019PTC100232,Prime Exports Private Limited,ROC-MUMBAI,100233,Company limited by Shares,Non-govt company,Private,07/03/2019,"8, Complex, National Chowk, Mumbai, Maharashtra - 400063",Maharashtra,400063,prime98@gmail.com,Unlisted,Active,1000000,888830,01/07/2025,31/03/2025,10610,Manufacture of grain mill products,,No
U82990RJ2023PLC100964,Platinum Realty Limited,ROC-JAIPUR,100965,Company limited by Shares,Non-govt company,Public,23/10/2023,"535, Chambers, National Street, Jaipur, Rajasthan - 302091",Rajasthan,302091,platinum66@gmail.com,Unlisted,Active,200000,179937,23/12/2025,31/03/2025,82990,Other business support activities n.e.c.,,No
U63990HR2013PTC100193,Trident Retail Private Limited,ROC-CHANDIGARH,100194,Company limited by Shares,Non-govt company,Private,01/05/2013,"954, Plaza, Om Colony, Gurugram, Haryana - 122092",Haryana,122092,trident29@gmail.com,Unlisted,Active,100000,62436,11/11/2024,31/03/2024,63990,Other information service activities n.e.c.,,No
U47190KA2013PTC100334,Suvidha Textiles Private Limited,ROC-BANGALORE,100335,Company limited by Shares,Non-govt company,Private,13/08/2013,"992, Chambers, Metro Layout, Bengaluru, Karnataka - 560022",Karnataka,560022,suvidha19@gmail.com,Unlisted,Active,100000,56524,19/07/2026,31/03/2026,47190,Other retail sale in non-specialized stores,,No
U64990PB2019PTC100004,Horizon Realty Private Limited,ROC-CHANDIGARH,100005,Company limited by Shares,Non-govt company,Private,26/02/2019,"115, Plaza, Vishal Chowk, Chandigarh, Punjab - 160041",Punjab,160041,horizon82@rediffmail.com,Unlisted,Active,25000000,500000,,,64990,Other financial service activities n.e.c.,RING-01,Yes
U45201RJ2012PTC100205,Apex Distributors Private Limited,ROC-JAIPUR,100206,Company limited by Shares,Non-govt company,Private,24/02/2012,"281, Complex, Ashirwad Lane, Jaipur, Rajasthan - 302023",Rajasthan,302023,apex26@gmail.com,Unlisted,Active,1000000,980598,24/12/2024,31/03/2024,45201,Maintenance and repair of motor vehicles,,No
U41001MH2005PTC100515,Om Trading Private Limited,ROC-PUNE,100516,Company limited by Shares,Non-govt company,Private,25/09/2005,"683, Tower, Krishna Street, Pune, Maharashtra - 411049",Maharashtra,411049,om52@gmail.com,Unlisted,Active,500000,495925,12/12/2024,31/03/2024,41001,Construction of residential/commercial buildings,,No
U74999TG2007PTC100800,Radiant Developers Private Limited,ROC-HYDERABAD,100801,Company limited by Shares,Non-govt company,Private,26/04/2007,"974, Chambers, Vishal Lane, Hyderabad, Telangana - 500051",Telangana,500051,radiant44@gmail.com,Unlisted,Active,1000000,540898,14/12/2024,31/03/2024,74999,Other business support service activities n.e.c.,,No
U46310TN2019PTC100307,Global Finance Private Limited,ROC-CHENNAI,100308,Company limited by Shares,Non-govt company,Private,25/02/2019,"780, Heights, Aastha Layout, Chennai, Tamil Nadu - 600018",Tamil Nadu,600018,global52@gmail.com,Unlisted,Dormant,1000000,838950,21/08/2025,31/03/2025,46310,Wholesale of agricultural raw materials,,No
U68100TN2023PTC100110,Anmol Impex Private Limited,ROC-CHENNAI,100111,Company limited by Shares,Non-govt company,Private,29/05/2023,"387, Plaza, Royal Lane, Chennai, Tamil Nadu - 600085",Tamil Nadu,600085,anmol78@rediffmail.com,Unlisted,Active - Non-compliant,10000000,500000,,,68100,Real estate activities with own/leased property,RING-16,Yes
U64990KA2018PTC100431,Trident Infra Private Limited,ROC-BANGALORE,100432,Company limited by Shares,Non-govt company,Private,22/03/2018,"927, Tower, Anmol Layout, Bengaluru, Karnataka - 560092",Karnataka,560092,trident34@gmail.com,Unlisted,Active,2000000,1487230,28/10/2024,31/03/2024,64990,Other financial service activities n.e.c.,,No
U14101TG2018PLC100078,Nova Services Limited,ROC-HYDERABAD,100079,Company limited by Shares,Non-govt company,Public,29/10/2018,"895, Mall, Krishna Nagar, Hyderabad, Telangana - 500057",Telangana,500057,nova87@rediffmail.com,Unlisted,Under Process of Striking Off,25000000,150000,,,14101,Manufacture of wearing apparel,RING-12,Yes
U62011RJ2023PTC100085,Capital Retail Private Limited,ROC-JAIPUR,100086,Company limited by Shares,Non-govt company,Private,20/07/2023,"121, Arcade, Ashirwad Chowk, Jaipur, Rajasthan - 302067",Rajasthan,302067,capital50@rediffmail.com,Unlisted,Active,50000000,150000,,,62011,Computer programming activities,RING-13,Yes
U47190HR2017PTC100287,Rudra Technologies Private Limited,ROC-CHANDIGARH,100288,Company limited by Shares,Non-govt company,Private,26/01/2017,"127, Heights, Elite Colony, Gurugram, Haryana - 122059",Haryana,122059,rudra32@gmail.com,Unlisted,Active,5000000,4128166,22/10/2024,31/03/2024,47190,Other retail sale in non-specialized stores,,No
U47190RJ2023PLC100083,Capital Solutions Limited,ROC-JAIPUR,100084,Company limited by Shares,Non-govt company,Public,13/07/2023,"121, Arcade, Ashirwad Chowk, Jaipur, Rajasthan - 302067",Rajasthan,302067,capital78@rediffmail.com,Unlisted,Active,20000000,200000,,,47190,Other retail sale in non-specialized stores,RING-13,Yes
U14101WB2016PLC100992,Emerald Finance Limited,ROC-KOLKATA,100993,Company limited by Shares,Non-govt company,Public,18/08/2016,"286, Heights, Vantage Chowk, Kolkata, West Bengal - 700067",West Bengal,700067,emerald47@gmail.com,Unlisted,Active - Non-compliant,2000000,1454996,10/09/2025,31/03/2025,14101,Manufacture of wearing apparel,,No
U62011TG2014PLC100790,Vishal Chemicals Limited,ROC-HYDERABAD,100791,Company limited by Shares,Non-govt company,Public,14/04/2014,"813, Complex, Prime Lane, Hyderabad, Telangana - 500044",Telangana,500044,vishal88@gmail.com,Unlisted,Active - Non-compliant,100000,50074,05/07/2025,31/03/2026,62011,Computer programming activities,,No
U52290WB2020PTC100895,Rudra Services Private Limited,ROC-KOLKATA,100896,Company limited by Shares,Non-govt company,Private,08/03/2020,"30, Complex, Golden Chowk, Kolkata, West Bengal - 700011",West Bengal,700011,rudra63@gmail.com,Unlisted,Active - Non-compliant,5000000,2557670,18/09/2025,31/03/2026,52290,Other transportation support activities,,No
U41001MH2009PTC100399,Meridian Infra Private Limited,ROC-MUMBAI,100400,Company limited by Shares,Non-govt company,Private,14/06/2009,"340, House, Capital Lane, Mumbai, Maharashtra - 400011",Maharashtra,400011,meridian14@gmail.com,Unlisted,Active,2000000,1395526,12/08/2025,31/03/2025,41001,Construction of residential/commercial buildings,,No
U62011UP2010PTC100324,Emerald Industries Private Limited,ROC-KANPUR,100325,Company limited by Shares,Non-govt company,Private,06/11/2010,"147, Chambers, Royal Chowk, Kanpur, Uttar Pradesh - 208091",Uttar Pradesh,208091,emerald99@gmail.com,Unlisted,Active,5000000,4759149,23/10/2025,31/03/2026,62011,Computer programming activities,,No
U14101UP2024PTC100520,Horizon Consultancy Private Limited,ROC-KANPUR,100521,Company limited by Shares,Non-govt company,Private,30/12/2024,"272, Plaza, Meridian Lane, Kanpur, Uttar Pradesh - 208015",Uttar Pradesh,208015,horizon38@gmail.com,Unlisted,Active,100000,90836,13/09/2024,31/03/2024,14101,Manufacture of wearing apparel,,No
U70200DL2022PTC100917,Rudra Solutions Private Limited,ROC-DELHI,100918,Company limited by Shares,Non-govt company,Private,12/10/2022,"792, Heights, Orion Lane, New Delhi, Delhi - 110074",Delhi,110074,rudra48@gmail.com,Unlisted,Active,2000000,1010464,07/08/2024,31/03/2024,70200,Management consultancy activities,,No
U41001DL2018PTC100923,Elite Realty Private Limited,ROC-DELHI,100924,Company limited by Shares,Non-govt company,Private,21/03/2018,"970, Mall, Vikram Lane, New Delhi, Delhi - 110055",Delhi,110055,elite25@gmail.com,Unlisted,Dormant,5000000,4519742,02/07/2024,31/03/2024,41001,Construction of residential/commercial buildings,,No
U52290PB2019PTC100006,Horizon Chemicals Private Limited,ROC-CHANDIGARH,100007,Company limited by Shares,Non-govt company,Private,12/03/2019,"115, Plaza, Vishal Chowk, Chandigarh, Punjab - 160041",Punjab,160041,horizon78@rediffmail.com,Unlisted,Active - Non-compliant,100000000,100000,,,52290,Other transportation support activities,RING-01,Yes
U10610TG2022PTC100732,Universal Trading Private Limited,ROC-HYDERABAD,100733,Company limited by Shares,Non-govt company,Private,11/10/2022,"962, Chambers, Rudra Road, Hyderabad, Telangana - 500059",Telangana,500059,universal54@gmail.com,Unlisted,Active,500000,320778,05/09/2025,31/03/2025,10610,Manufacture of grain mill products,,No
U45201PB2015PTC100466,Sai Investments Private Limited,ROC-CHANDIGARH,100467,Company limited by Shares,Non-govt company,Private,08/09/2015,"933, Chambers, Vinayak Layout, Chandigarh, Punjab - 160088",Punjab,160088,sai42@gmail.com,Unlisted,Active,2000000,1644790,15/10/2024,31/03/2024,45201,Maintenance and repair of motor vehicles,,No
U68100GJ2020PTC100098,Anmol Finance Private Limited,ROC-AHMEDABAD,100099,Company limited by Shares,Non-govt company,Private,11/12/2020,"772, Arcade, Bharat Chowk, Ahmedabad, Gujarat - 380084",Gujarat,380084,anmol70@rediffmail.com,Unlisted,Active - Non-compliant,50000000,200000,,,68100,Real estate activities with own/leased property,RING-15,Yes
U14101UP2005PTC100267,Aastha Trading Private Limited,ROC-KANPUR,100268,Company limited by Shares,Non-govt company,Private,26/12/2005,"583, Complex, Capital Marg, Kanpur, Uttar Pradesh - 208092",Uttar Pradesh,208092,aastha46@gmail.com,Unlisted,Active,2000000,1950895,26/12/2024,31/03/2024,14101,Manufacture of wearing apparel,,No
U41001WB2005PTC100358,Trident Finance Private Limited,ROC-KOLKATA,100359,Company limited by Shares,Non-govt company,Private,11/02/2005,"24, Complex, Capital Colony, Kolkata, West Bengal - 700024",West Bengal,700024,trident37@gmail.com,Unlisted,Dormant,2000000,1741696,18/07/2024,31/03/2024,41001,Construction of residential/commercial buildings,,No
U64990MH2006PTC100869,Everest Retail Private Limited,ROC-MUMBAI,100870,Company limited by Shares,Non-govt company,Private,07/04/2006,"529, Heights, Vantage Lane, Mumbai, Maharashtra - 400053",Maharashtra,400053,everest98@gmail.com,Unlisted,Active,1000000,836277,12/09/2024,31/03/2024,64990,Other financial service activities n.e.c.,,No
U70200MH2007PTC100799,Shakti Logistics Private Limited,ROC-MUMBAI,100800,Company limited by Shares,Non-govt company,Private,13/05/2007,"380, Complex, Pioneer Layout, Mumbai, Maharashtra - 400044",Maharashtra,400044,shakti60@gmail.com,Unlisted,Active,1000000,891378,23/11/2025,31/03/2026,70200,Management consultancy activities,,No
U46310MH2018PLC100381,Continental Industries Limited,ROC-MUMBAI,100382,Company limited by Shares,Non-govt company,Public,02/06/2018,"741, Plaza, Global Marg, Mumbai, Maharashtra - 400073",Maharashtra,400073,continental74@gmail.com,Unlisted,Active,2000000,1929363,09/08/2025,31/03/2025,46310,Wholesale of agricultural raw materials,,No
U14101GJ2025PTC100632,Ashirwad Consultancy Private Limited,ROC-AHMEDABAD,100633,Company limited by Shares,Non-govt company,Private,09/05/2025,"963, Heights, Silver Street, Ahmedabad, Gujarat - 380025",Gujarat,380025,ashirwad20@gmail.com,Unlisted,Active,100000,51499,16/07/2024,31/03/2024,14101,Manufacture of wearing apparel,,No
U63990HR2013PTC100382,Sai Constructions Private Limited,ROC-CHANDIGARH,100383,Company limited by Shares,Non-govt company,Private,07/09/2013,"119, Mall, Universal Colony, Gurugram, Haryana - 122055",Haryana,122055,sai34@gmail.com,Unlisted,Active,1000000,847720,05/11/2025,31/03/2025,63990,Other information service activities n.e.c.,,No
U64990WB2007PTC100491,Vishal Logistics Private Limited,ROC-KOLKATA,100492,Company limited by Shares,Non-govt company,Private,22/05/2007,"1, Tower, Radiant Street, Kolkata, West Bengal - 700019",West Bengal,700019,vishal98@gmail.com,Unlisted,Active,5000000,4109755,23/08/2024,31/03/2024,64990,Other financial service activities n.e.c.,,No
U46310TG2013PTC100119,Orion Enterprises Private Limited,ROC-HYDERABAD,100120,Company limited by Shares,Non-govt company,Private,24/01/2013,"171, Plaza, Vardhan Nagar, Hyderabad, Telangana - 500052",Telangana,500052,orion65@gmail.com,Unlisted,Active,2000000,1593819,12/12/2025,31/03/2026,46310,Wholesale of agricultural raw materials,,No
U62011WB2019PTC100901,Royal Systems Private Limited,ROC-KOLKATA,100902,Company limited by Shares,Non-govt company,Private,21/05/2019,"438, Chambers, Anmol Marg, Kolkata, West Bengal - 700016",West Bengal,700016,royal82@gmail.com,Unlisted,Active,500000,471680,20/11/2025,31/03/2025,62011,Computer programming activities,,No
U14101UP2022PTC100251,Ganesh Textiles Private Limited,ROC-KANPUR,100252,Company limited by Shares,Non-govt company,Private,19/12/2022,"286, Complex, Ashirwad Layout, Kanpur, Uttar Pradesh - 208023",Uttar Pradesh,208023,ganesh25@gmail.com,Unlisted,Active,1000000,678048,17/10/2025,31/03/2025,14101,Manufacture of wearing apparel,,No
U82990MH2017PTC100524,Vishwa Foods Private Limited,ROC-MUMBAI,100525,Company limited by Shares,Non-govt company,Private,17/01/2017,"265, House, Apex Chowk, Mumbai, Maharashtra - 400053",Maharashtra,400053,vishwa62@gmail.com,Unlisted,Active,1000000,646725,23/08/2025,31/03/2026,82990,Other business support activities n.e.c.,,No
U10610RJ2019PLC100010,Vantage Distributors Limited,ROC-JAIPUR,100011,Company limited by Shares,Non-govt company,Public,04/10/2019,"935, Tower, Vishwa Chowk, Jaipur, Rajasthan - 302091",Rajasthan,302091,vantage22@rediffmail.com,Unlisted,Under Process of Striking Off,20000000,500000,,,10610,Manufacture of grain mill products,RING-02,Yes
U62011TG2017PTC100197,Global Ventures Private Limited,ROC-HYDERABAD,100198,Company limited by Shares,Non-govt company,Private,03/05/2017,"925, Heights, Falcon Colony, Hyderabad, Telangana - 500057",Telangana,500057,global62@gmail.com,Unlisted,Active,2000000,1337512,12/10/2024,31/03/2024,62011,Computer programming activities,,No
U45201KA2010PLC100604,Pioneer Enterprises Limited,ROC-BANGALORE,100605,Company limited by Shares,Non-govt company,Public,12/04/2010,"774, Plaza, Trident Chowk, Bengaluru, Karnataka - 560063",Karnataka,560063,pioneer80@gmail.com,Unlisted,Active,2000000,1289362,17/11/2025,31/03/2026,45201,Maintenance and repair of motor vehicles,,No
U63990RJ2023PTC100082,Capital Pharma Private Limited,ROC-JAIPUR,100083,Company limited by Shares,Non-govt company,Private,22/07/2023,"121, Arcade, Ashirwad Chowk, Jaipur, Rajasthan - 302067",Rajasthan,302067,capital74@rediffmail.com,Unlisted,Active - Non-compliant,100000000,150000,,,63990,Other information service activities n.e.c.,RING-13,Yes
U74999DL2007PTC100784,Aastha Traders Private Limited,ROC-DELHI,100785,Company limited by Shares,Non-govt company,Private,01/04/2007,"927, Plaza, Continental Street, New Delhi, Delhi - 110092",Delhi,110092,aastha21@gmail.com,Unlisted,Active,500000,335065,22/10/2025,31/03/2025,74999,Other business support service activities n.e.c.,,No
U62011HR2013PTC100588,Vishwa Agro Private Limited,ROC-CHANDIGARH,100589,Company limited by Shares,Non-govt company,Private,10/06/2013,"273, Mall, Vantage Chowk, Gurugram, Haryana - 122029",Haryana,122029,vishwa18@gmail.com,Unlisted,Active,2000000,1248654,01/10/2024,31/03/2024,62011,Computer programming activities,,No
U68100DL2021PTC100798,Ganesh Pharma Private Limited,ROC-DELHI,100799,Company limited by Shares,Non-govt company,Private,30/10/2021,"653, Heights, Golden Layout, New Delhi, Delhi - 110039",Delhi,110039,ganesh55@gmail.com,Unlisted,Active,5000000,4175052,18/11/2025,31/03/2026,68100,Real estate activities with own/leased property,,No
U74999TG2015PLC100240,Vinayak Constructions Limited,ROC-HYDERABAD,100241,Company limited by Shares,Non-govt company,Public,19/08/2015,"23, Chambers, Meridian Colony, Hyderabad, Telangana - 500062",Telangana,500062,vinayak84@gmail.com,Unlisted,Active,1000000,721930,03/08/2025,31/03/2025,74999,Other business support service activities n.e.c.,,No
U46900TG2017PTC100291,Royal Exports Private Limited,ROC-HYDERABAD,100292,Company limited by Shares,Non-govt company,Private,18/07/2017,"886, Plaza, Platinum Nagar, Hyderabad, Telangana - 500069",Telangana,500069,royal64@gmail.com,Unlisted,Active,500000,462482,08/10/2024,31/03/2024,46900,Wholesale trade (non-specialized),,No
U63990TG2017PTC100212,Skyline Enterprises Private Limited,ROC-HYDERABAD,100213,Company limited by Shares,Non-govt company,Private,27/07/2017,"810, Tower, Everest Chowk, Hyderabad, Telangana - 500074",Telangana,500074,skyline80@gmail.com,Unlisted,Active,5000000,3030844,09/09/2024,31/03/2024,63990,Other information service activities n.e.c.,,No
U41001TN2013PTC100718,Vardhan Constructions Private Limited,ROC-CHENNAI,100719,Company limited by Shares,Non-govt company,Private,29/05/2013,"31, Complex, Vishal Nagar, Chennai, Tamil Nadu - 600082",Tamil Nadu,600082,vardhan80@gmail.com,Unlisted,Dormant,100000,91777,06/08/2025,31/03/2026,41001,Construction of residential/commercial buildings,,No
U47190TG2005PTC100360,Suvidha Solutions Private Limited,ROC-HYDERABAD,100361,Company limited by Shares,Non-govt company,Private,03/09/2005,"673, Heights, Superior Street, Hyderabad, Telangana - 500050",Telangana,500050,suvidha25@gmail.com,Unlisted,Active,200000,180904,07/07/2025,31/03/2026,47190,Other retail sale in non-specialized stores,,No
